Shipment_ID,Date,Region,Transport_Mode,Distance_km,Shipment_Volume_kg,Promised_Time_hr,Delivery_Time_hr,Delay_Hours,Transport_Cost_INR,Fuel_Cost_INR,Damage_Rate,On_Time,Operational_Efficiency_kg_hr
SHP1045,2026-01-14,North,Road,457.3237535393973,348.4332892051393,22.04362071277038,25.715009107878473,5.355905948580353,2663.119787022948,639.1487488855075,0.12008208331127618,False,13.549802286415973
SHP1046,2026-02-28,East,Rail,202.85983245562878,188.77562126287805,10.63899186409399,11.981853255879168,0.41998911713163656,953.8600126805941,152.61760202889505,0.07364000200426248,False,15.755127126953505
SHP1047,2026-02-25,South,Rail,163.23591355734936,972.4629920054148,9.343130878955066,10.942538177358792,0.4903277805934523,2384.2689166356563,381.483026661705,0.09989534579661169,False,88.86996565545809
SHP1048,2026-01-07,South,Road,343.3487410488305,155.52723633068896,13.06722129186067,14.829182142506328,2.003705320231753,1964.7749066085078,471.54597758604183,0.062037716313418034,False,10.48791732653186
SHP1049,2026-01-03,South,Road,757.7568039084065,354.3912010284434,21.841759898263057,23.646805543240628,3.8875553152394087,3261.5148426702826,782.7635622408678,0.09401911467860577,False,14.986853102860023
SHP1050,2026-01-23,North,Rail,457.3237535393973,423.51006689274755,14.18673912365134,13.897690674077507,0.0,2045.2836814681084,327.24538903489736,0.15,True,30.473412944979007
SHP1051,2026-01-18,West,Road,1268.4217058085837,375.24888666670506,35.574676107609754,40.13616149052161,4.612832711942911,4405.046324068202,1057.2111177763684,0.07055665416619414,False,9.34939647268766
SHP1052,2026-02-07,West,Sea,656.3390904586648,269.9108684422536,30.813590765563,30.79324057892176,0.788128389301892,2944.883443938808,265.0395099544927,0.15,True,8.765263524327152
SHP1053,2026-01-15,West,Rail,219.39373028499963,278.2718782638129,9.989300702890764,10.804448220611546,1.227322232767376,1700.2079997196752,272.03327995514803,0.0463797568557587,False,25.755306757170274
SHP1054,2026-03-05,West,Road,490.66552657171496,306.1564695274568,18.190701042423154,20.950495030959857,1.5356378294460225,2716.033521201492,651.848045088358,0.013372208885130365,False,14.613328662402976
SHP1055,2026-03-30,East,Road,176.74208248471984,275.654673428637,13.9481320522818,15.90137337142842,1.421299589305229,1275.0540634478552,306.01297522748524,0.15,False,17.33527456967542
SHP1056,2026-01-28,West,Rail,618.4787440848198,507.8232806076963,17.383041900214014,18.764599072067693,2.1212084633561563,2920.957879833072,467.35326077329154,0.02949335671649678,False,27.062836709558255
SHP1057,2026-03-15,North,Road,358.6079701643718,1008.0647179393771,16.530586160113526,19.20150051688135,3.9489936924441684,3344.194899397896,802.606775855495,0.14210569663081296,False,52.499267807384044
SHP1058,2026-02-08,North,Rail,610.8424541132159,219.94544058294687,17.875735006527062,18.469617879013928,0.8554967265746827,2832.659678064262,453.22554849028194,0.034226195435661216,False,11.908499787256536
SHP1059,2026-02-26,North,Sea,1014.8429362959878,140.6969605063718,42.75716198348098,46.6945706488206,4.108174088819973,2914.9322831494787,262.34390548345306,0.042220333171932904,False,3.013133187678758
SHP1060,2026-01-17,South,Rail,993.0980354936793,284.70252789748895,25.57817657802498,30.778456354723918,4.803320426808283,3437.597180150978,550.0155488241566,0.044062107358980425,False,9.250058697430173
SHP1061,2026-03-27,South,Road,426.7903620105029,1235.0171501291095,17.74994168176636,18.055409109308084,0.7337207975958524,3086.377254137512,740.7305409930028,0.015059315180305108,False,68.40150464895434
SHP1062,2026-03-31,South,Rail,700.5269657589956,192.09287664955005,19.94677629050034,20.355975950789826,0.0,2727.5371610900957,436.40594577441533,0.15,False,9.43668223591592
SHP1063,2026-02-13,West,Road,384.08578640865915,736.2091451695075,21.31327246457066,25.309733774347855,2.448338077729013,2502.8699120768215,600.6887788984371,0.02260184847332401,False,29.087984556980075
SHP1064,2026-01-25,South,Road,457.3237535393973,751.9993410920255,16.860265092228122,19.806374012697027,2.293708102513496,2968.137779708356,712.3530671300055,0.03580219174351765,False,37.96754219676709
SHP1065,2026-01-17,South,Sea,189.06737437992462,220.41815945598483,21.577991429085973,21.539520623221353,0.0,2212.7688618036464,199.14919756232817,0.027360123585196,True,10.233197075814035
SHP1066,2026-01-13,South,Road,295.9650036550511,408.6833674670581,14.421000552866472,14.59075280084202,0.31627262481818397,1688.4687191222283,405.23249258933475,0.15,False,28.0097520015193
SHP1067,2026-03-25,North,Sea,625.3079252042897,731.8811539007246,33.48566734791767,34.9996999264802,1.799371085906424,2677.064779985187,240.93583019866685,0.09430479649934491,False,20.911069393112008
SHP1068,2026-01-25,West,Sea,163.22496632619186,242.61595049106023,18.646165503332004,19.59067823329372,0.0,1527.0668932160324,137.43602038944292,0.025749274810774537,False,12.38425477678166
SHP1069,2026-03-09,North,Road,457.3237535393973,267.20891401582577,18.283409923839855,21.83339340420547,4.051834237126655,2645.456376514684,449.7141147722904,0.0538571788157622,False,12.238542542102362
SHP1070,2026-01-10,West,Road,511.2914677304209,217.0386606454243,18.56810606383059,20.723392845082934,2.119108614052357,2645.456376514684,493.43265293621516,0.05979928288015653,False,10.473123887960332
SHP1071,2026-03-08,West,Road,635.7935883621484,171.03766546398023,22.241110240232366,26.720035893410063,4.43796733167283,2956.1576747523477,709.4778419405634,0.06376201316126458,False,6.401101635726586
SHP1072,2026-01-18,North,Road,189.6502106410421,209.1177206750594,10.730437619015696,10.757741604803426,0.42873134003695634,1252.7649169262313,300.6635800622955,0.15,False,19.438812378769768
SHP1073,2026-03-27,North,Road,170.0775287711054,152.44941761871053,13.043976850424148,11.946004412116867,0.0,1738.5249133891703,417.24597921340086,0.09356206371650833,True,12.76154037446032
SHP1074,2026-02-03,West,Rail,763.2196445887043,304.5227836618843,19.97728752484141,21.077025607259767,0.841358479524219,2947.219500848346,471.55512013573536,0.02540617466413049,False,14.44809098476374
SHP1075,2026-01-08,East,Road,511.5079894568322,195.68666320899203,17.900333240168905,20.781281331562276,2.929751268877677,1722.9350635084743,413.5044152420338,0.07900805413291889,False,9.416486889659987
SHP1076,2026-02-09,East,Road,386.93542475949147,339.8764779606209,16.12113925289443,18.516239422513497,1.9949077940698112,2586.0974834421627,620.663396026119,0.05682401751776429,False,18.355588853931778
SHP1077,2026-03-24,West,Air,185.02220971151567,127.00892944633817,6.964391001988003,6.537510756836669,0.0,5168.759537716093,620.2511445259312,0.010481214922709202,True,19.427720147690355
SHP1078,2026-02-11,North,Road,372.9059396377441,358.51988571416433,15.726471638033535,20.591404951523383,3.888276274439412,1868.7468043758593,448.4992330502062,0.15,False,17.411142491646277
SHP1079,2026-02-10,South,Air,248.46351079270272,472.6905418808428,6.007958785683665,5.306539760714189,0.0,6059.829538127045,727.1795445752455,0.10393501335298437,True,89.07698108290909
SHP1080,2026-01-06,North,Road,742.7843927259547,99.82766971920397,23.197527317598823,30.83056531200569,6.263405767192553,2779.1989984547286,667.0077596291349,0.11146534399322644,False,3.2379448352291553
SHP1081,2026-02-21,West,Road,215.18674556137015,367.1355454122778,13.992563419103556,16.123591674630397,3.529137463389451,1877.1283339627103,450.51080015105043,0.07515990632238859,False,22.770084533332966
SHP1082,2026-01-26,East,Rail,411.0725960879637,587.1133759284792,14.896656488147585,16.24017430822843,0.9957017684353326,2007.8877115764562,321.262033852233,0.15,False,36.1519134453505
SHP1083,2026-03-05,South,Rail,703.9351203660283,304.5227836618843,21.617150970247117,25.31533435138078,3.317838835112364,1944.5836384105437,311.133382145687,0.05424616071043244,False,6.069566142071925
SHP1084,2026-02-28,North,Sea,639.2838576883009,749.8812140805092,33.366943818160344,33.263108714129274,0.5326105503216341,2975.7206344413617,267.81485709972253,0.005302896242180589,True,22.543930590648003
SHP1085,2026-02-25,South,Air,361.77319706897646,376.3277559903868,6.598103452380597,6.937618602669407,0.0,7109.190799984115,853.1028959980938,0.024566982576817067,False,54.24451494718751
SHP1086,2026-02-28,South,Air,643.7962915883478,202.8047065591076,6.455750838962787,7.479365774770915,0.0,10230.914028317282,1227.7096833980738,0.035565672278494796,False,27.115227770140617
SHP1087,2026-03-11,East,Road,704.5387842261463,289.83940893030797,24.832937476280335,26.656441900081273,3.596959495284187,2692.233137393111,646.1359529743467,0.05149118274776661,False,10.873146911982438
SHP1088,2026-02-02,East,Road,499.2986914604397,406.29512397959286,18.139457206962014,19.808349061784536,1.2666960088298724,2525.3594545228516,606.0862690854843,0.15,False,20.51130675819127
SHP1089,2026-02-22,West,Air,586.7083336557579,311.62575520325623,7.122291632483041,6.537299020829051,1.409624044610073,9918.485691875769,1190.2182830250922,0.07780701775037814,True,47.668884995218754
SHP1090,2026-01-22,South,Air,414.03050377558566,401.945214038596,5.662575751920723,5.795428116244464,0.9053842071423075,7791.164404588369,934.9397285506042,0.13728414955281143,False,69.35556890300339
SHP1091,2026-01-21,North,Sea,815.2495572854491,180.12112185803448,38.999522852640084,42.90760945825752,2.604753513696676,2948.8153330378104,265.39337997340294,0.03845471726500383,False,4.197882942727549
SHP1092,2026-03-11,East,Road,445.2579026891889,328.04423208827683,17.986309287362815,19.3795276912845,1.858644030635329,2188.6371308829057,525.2729114118973,0.06495169860311681,False,16.9273594957532
SHP1093,2026-03-11,East,Road,203.87029735618327,137.3396461452823,13.149986337299165,12.210882365771987,0.0,2100.0840857372086,504.02018057693004,0.12522266021904452,True,11.247315470850458
SHP1094,2026-01-04,East,Air,602.9793851572402,281.13238130892313,6.12010088894065,5.9617507057529044,0.0,9480.72234464646,1137.686681357575,0.05368647555125438,True,47.156010907607914
SHP1095,2026-03-16,West,Road,255.4552187748071,181.78974957797485,14.17963954427978,18.907143301582057,3.073178686771435,2000.1167463646411,480.02801912751386,0.14257174963439687,False,9.614871304369052
SHP1096,2026-03-03,South,Sea,872.4675025856228,199.42904952097874,42.75835112487533,44.525157783137956,3.2321524560274435,3456.493329368044,311.08439964312396,0.02218704088072682,False,4.479019490336408
SHP1097,2026-03-03,South,Sea,576.6813781002461,589.8399602945357,32.80383268837095,32.994016135990144,1.0312313769306707,3124.1970878301986,281.17773790471784,0.08919357382830902,False,17.877179845685212
SHP1098,2026-01-24,South,Road,145.72896753281455,544.6920375994009,12.679005667929912,13.922084417740649,0.045133403267036076,1700.5420624374244,408.13009498498184,0.1129801034098949,False,39.124316535913984
SHP1099,2026-02-24,North,Air,721.3402519114665,417.809658551534,5.940545360908791,7.426707235738977,0.0,11289.33647310795,1354.7203767729538,0.12591083521639157,False,56.257725703921714
SHP1100,2026-01-09,North,Air,539.6974829378673,163.8953278807936,5.070790781006525,5.318145718039758,0.33009991646545966,2645.456376514684,1146.100516487101,0.04138313849027565,False,30.818134096033116
SHP1101,2026-01-03,North,Road,669.6524730928186,251.13116005446585,23.697453859319022,28.693288494430806,5.987076797133098,2457.8041894055673,589.8730054573361,0.04039598316008463,False,8.752261355585258
SHP1102,2026-01-31,East,Sea,476.8416491871725,582.4269296955621,29.552557688134893,31.22923248958222,0.0,2383.662762365743,214.52964861291687,0.11911811968971371,False,18.65005583758276
SHP1103,2026-02-09,South,Road,851.1002809661126,323.0943230767329,28.098460664361856,32.804763704948854,3.4307491271876414,3475.8467279104266,834.2032146985024,0.04042530453821963,False,9.849006259660745
SHP1104,2026-02-05,South,Air,316.7718713511426,1070.232557170052,4.984399924512199,7.5333526824201416,2.005795167698156,7730.774707963294,927.6929649555952,0.0033518594967537085,False,142.0659037598957
SHP1105,2026-01-24,West,Road,739.4000063044807,371.0455426961676,23.7287084115776,26.55814085883561,3.479354326407946,3519.151136711913,844.5962728108591,0.028047723861155404,False,13.971066147603654
SHP1106,2026-01-06,North,Sea,548.3371370964762,332.163399187398,28.76815453923436,29.948917304906935,1.2199862383430027,2261.181092105581,203.50629828950227,0.04918493325807364,False,11.090998576198118
SHP1107,2026-03-07,South,Road,170.92397002757355,252.1403670872374,11.689950714968068,14.049736257026026,2.4880736068938214,1479.6695888424554,355.1207013221893,0.05674188023339566,False,17.946270483273054
SHP1108,2026-03-25,East,Road,162.69836128951755,321.6446927458501,13.185433806226953,15.243631854447184,1.793517004527768,1387.2075160531297,332.9298038527511,0.12896840774494492,False,21.10026638120451
SHP1109,2026-03-16,North,Sea,394.4805238207754,274.8269398661921,25.367721914325394,30.761373599381375,4.232850534550912,2128.5921769241477,191.57329592317328,0.12241029108283658,False,8.934156954282399
SHP1110,2026-01-04,North,Road,294.8491945063755,441.18300742072387,15.511267306457146,16.21480093936707,0.0,2541.2018349699515,609.8884403927883,0.05117130848382633,False,27.208660104460403
SHP1111,2026-03-20,South,Road,145.35467691199742,505.8227311633506,11.39961870846924,11.61565670658077,1.077938859699335,1175.3457702429682,282.0829848583124,0.09229601367798534,False,43.54663226890824
SHP1112,2026-01-06,North,Sea,230.7666522862284,193.97044395718723,21.20032631781051,22.424519176976286,0.12299569915014397,2829.0211521298315,254.61190369168483,0.0478933440621702,False,8.649926557013568
SHP1113,2026-02-20,West,Sea,425.0101858854241,143.71352028525044,25.504338641140702,27.632010471131245,1.8771661179800185,2701.275694476785,243.1148125029106,0.08265405917301294,False,5.2009795101734
SHP1114,2026-03-03,West,Rail,291.21704708175287,108.86265532233121,11.997106741047098,12.718896994641321,0.1721376169070905,2374.88584342469,379.9817349479504,0.15,False,8.559127050733787
SHP1115,2026-02-26,East,Rail,1349.1712019846086,395.2012899065245,27.54102232554838,34.751452084144624,6.037197071173362,3869.9946649422327,619.1991463907573,0.08697160640485631,False,11.372223783616667
SHP1116,2026-03-07,West,Road,320.4186562324136,162.90193053874805,15.051113281714235,16.037365493307668,1.8755164112042744,1904.7056420187093,457.1293540844902,0.02767427451889774,False,10.157649060671867
SHP1117,2026-03-20,West,Road,829.6078331697265,91.4607733566734,23.92692863191113,27.351643930646134,3.4533757617001735,2781.680611445,667.6033467468,0.11564466568804052,False,3.34388578575331
SHP1118,2026-03-16,North,Road,1015.0947809345787,370.0796425061869,31.195001355993234,38.317252539486915,7.547414824581053,3937.9843498724795,945.116243969395,0.026189765529651327,False,9.658303191879696
SHP1119,2026-01-08,West,Rail,348.804684575407,1177.501069991748,13.874792179233905,13.724603037595257,1.1040983986537176,3136.0593777388417,501.76950043821466,0.15,True,85.7949090961878
SHP1120,2026-01-26,South,Air,332.78661341505426,297.87114648579916,6.299979434926709,9.174022949509439,2.596675532498794,7290.976321441767,874.917158573012,0.09784177626782668,False,32.46897769115862
SHP1121,2026-02-20,West,Air,353.14775007308646,473.98227474750354,7.604337761193346,10.60499648260041,0.9914134801395234,6675.6520713553855,801.0782485626462,0.07989598058696215,False,44.69424157991613
SHP1122,2026-02-14,West,Air,424.4526790125787,312.625549596289,4.777555326957462,3.8246747546267077,0.5191816232738478,7705.651371773978,924.6781646128774,0.11878475207079515,True,81.73912022665613
SHP1123,2026-02-13,South,Road,457.3237535393973,283.04635724415715,18.585055261552938,19.57087931529479,1.0116485425814261,2175.0838749882287,522.0201299971749,0.13266316102859704,False,14.462628514752238
SHP1124,2026-01-05,North,Road,235.6596331050908,495.462696137472,14.628205566801853,16.442888032754247,1.3022481178925762,1418.3247628007707,340.39794307218494,0.05565666635683853,False,30.13234020389301
SHP1125,2026-03-11,North,Road,556.7718650863578,254.76689776956712,19.91554751130305,23.624205164516894,3.610195091888899,2979.556953393098,715.0936688143435,0.023367171014775208,False,10.78414685257738
SHP1126,2026-01-26,South,Road,457.3237535393973,346.2170092229411,17.836943477376092,20.158591710261895,2.4121506748983945,1986.297061172917,476.7112946815001,0.15,False,17.174662506146028
SHP1127,2026-03-09,West,Road,1374.7812107598656,356.7138049291555,35.9137230092699,44.27967321639576,9.405323297882514,5108.008297899042,1225.92199149577,0.08908948695296326,False,8.055926772220905
SHP1128,2026-01-19,West,Sea,745.7222924991881,206.96511458673223,35.91440464676642,37.55593262909082,1.4552985879722682,2618.254476819719,235.6429029137747,0.15,False,5.510850086742809
SHP1129,2026-03-25,North,Road,380.96012789483257,515.7505881068248,15.806361663254703,17.83490966705857,2.6339591854166073,2111.6501983835524,506.7960476120526,0.11211164346496058,False,28.918037586667808
SHP1130,2026-01-20,South,Road,628.3636175520821,271.448418391971,21.05613544932489,20.818738766744637,1.5145406814025906,2950.02675263238,708.0064206317712,0.06567681879394285,True,13.03865817393205
SHP1131,2026-01-12,South,Road,615.9085407517226,197.22400466666667,20.163558761015253,24.287753132244475,3.1685205948182364,2763.2191491480926,663.1725957955422,0.03860835993184363,False,8.120306707368153
SHP1132,2026-02-16,North,Air,798.3203518403269,401.44896479547907,8.102931126361174,10.630110593868324,1.7604708116335157,12264.89553160304,1471.7874637923649,0.15,False,37.76526699797869
SHP1133,2026-01-01,North,Rail,163.75336200361542,182.33444488832112,9.266708574167392,11.104484619945818,1.7964472642975613,1443.7864486558367,231.0058317849339,0.017949553136075092,False,16.419892604544017
SHP1134,2026-03-31,South,Road,223.70038139341355,303.5358230212107,13.683430574391037,13.866690324955599,0.0,1940.9369173377697,465.8248601610647,0.15,False,21.889565275352226
SHP1135,2026-01-14,West,Road,288.56398096577004,297.3721996989956,13.927327963757126,18.326074623360547,3.5392922494309724,2684.121167311639,644.1890801547934,0.11102278833243259,False,16.22672644363951
SHP1136,2026-03-05,South,Rail,462.9380489783263,543.072354831692,12.83233147531135,14.068267786755444,1.0564645860216282,2653.6526275603596,424.5844204096575,0.13593693441571295,False,38.60264554694977
SHP1137,2026-02-07,South,Road,283.54305484955825,388.0305323240068,14.831215806102172,17.24071496670924,1.6862851167980173,2470.4704618017986,592.9129108324316,0.12021268636868515,False,22.506638099015607
SHP1138,2026-02-06,East,Air,890.6881131535234,294.78172661451475,4.518155785560737,6.036856781739606,1.756686756877949,12854.928616900166,1542.5914340280199,0.01817742584912086,False,48.83033294846018
SHP1139,2026-01-11,South,Rail,241.82024942023375,468.6102804875251,10.91437095233805,11.963957943197208,0.0,2199.8549918742006,351.9767986998721,0.0727590626539372,False,39.16849948089129
SHP1140,2026-03-18,West,Road,527.8122840925442,642.0165948035309,17.954111205328633,20.880493583385295,2.669753797310517,2515.4750354835314,603.7140085160476,0.021697603795792924,False,30.747194372569165
SHP1141,2026-01-03,West,Road,545.9991047531306,406.17969836619744,22.359712548100525,28.427111651473652,5.912157548488428,2208.341677831948,530.0020026796675,0.08437413338028354,False,14.288461780644578
SHP1142,2026-02-02,North,Sea,574.650562404793,300.57398828214923,32.65146534175945,32.558177735449526,0.9227612646597025,2363.265101913023,212.69385917217207,0.06334987165326132,True,9.231904522558171
SHP1143,2026-01-06,South,Road,670.1765428983765,145.25489159041595,22.68891585990862,26.48226155518066,3.563781011830674,3467.576352710846,832.218324650603,0.02907380473110968,False,5.48498817926674
SHP1144,2026-02-19,South,Road,770.907282022852,166.3655515980017,26.177016388661684,30.91815840087158,5.406705946205457,3676.0484847658236,882.2516363437976,0.15,False,5.380836382328382
SHP1145,2026-01-10,South,Air,976.4613129656904,252.6806434692472,5.962231044282829,8.317320520621145,2.865715657561111,14534.376285799992,1744.125154295999,0.14600963188755423,False,30.380053629384093
SHP1146,2026-01-05,North,Sea,379.2918489304784,213.74170259884286,26.10504553348156,26.317517253741144,0.8647722229124777,1712.061023218344,154.08549208965096,0.04916406121876213,False,8.121651466513567
SHP1147,2026-01-23,East,Sea,289.83402695947893,304.5227836618843,22.897085862946174,22.744783185779585,0.7006852683527924,2645.456376514684,198.8159893923638,0.042723400719374846,True,11.85595146422201
SHP1148,2026-01-10,South,Air,578.3449424154721,308.3259364588636,6.52902590993785,8.22884303235142,0.0,9828.930358714428,1179.4716430457313,0.05584770908081434,False,37.46892913702334
